Unnamed: 0;Name;Family;Born;Sigil;Serves;Known As;Occupation;Relation;Death
Captain;Moreo;Tumitis;;;;;"""Storm Dancer"" captain";;
Ser;Aron;Santagar;"image(""http://awoiaf.westeros.org/images/0/0c/SantagarCoA.png"")";"image(""http://awoiaf.westeros.org/images/0/0c/SantagarCoA.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Red Keep master-at-arms;;Killed by a mob at King's Landing
Lord;Petyr;Baelish;"image(""http://awoiaf.westeros.org/images/b/b9/OldBaelish.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";Littlefinger;Lord Paramount of the Trident, Lord Protector of the Vale, Lord of Harrenhal, Master of coin;Alayne's Son;
Queen;Visenya;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;"Queen, ""Dark Sister"" wielder";Aerion's Daughter;Historical Character
Queen;Rhaenys;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Queen;Aerion's Daughter;Historical Character
King;Maegor I;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Maegor the Cruel;"King, ""Blackfyre"" wielder";Aegon I's Son;Historical Character
Ser;Loras;Tyrell;"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://i.imgur.com/l85ysgb.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Knight of Flowers;Lord Commander of the Rainbow Guard, Kingsguard, Mace Tyrell's vanguard commander, Dragonstone siege commander;Mace's Son;
;020 Jon;;;;;;;;
;Grenn;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Aurochs;Castle Black ranger;;
Ser;Alliser;Thorne;"image(""http://awoiaf.westeros.org/images/2/24/Thorne.png"")";"image(""http://awoiaf.westeros.org/images/2/24/Thorne.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Castle Black master-at-arms, Eastwatch-by-the-sea master-at-arms;;
;Jeren;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Castle Black steward;;
;Todder;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Toad;Castle Black ranger;;
;Dareon;;;;;Black Singer, Lover;Castle Black recruiter, Eastwatch steward;;Killed by Arya Stark at Braavos
;Pypar;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Monkey, Pyp;Castle Black ranger;;
;Halder;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Stone Head;Castle Black builder;;
;Donal;Noye;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Storm's End armourer, Castle Black armourer;;Killed by Mag the Mighty at Castle Black
;Cotter;Pyke;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Pyke of Easterwatch;Eastwatch by the Sea commander;;
;Bowen;Marsh;"image(""http://awoiaf.westeros.org/images/2/2c/Marsh.png"")";"image(""http://awoiaf.westeros.org/images/2/2c/Marsh.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Old Pomegranate;Lord Commander of the Night's Watch (acting), Castle Black castellan, Caslte Black lord steward;;
;Hardin;;;;;;;;Historical Character
;021 Eddard;;;;;;;;
Ser;Helman;Tallhart;"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/f/fe/House_Tallhart.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lord of Torrhen's Square;;Killed by Tarlys at Duskendale
Lord;Galbart;Glover;"image(""http://awoiaf.westeros.org/images/3/3d/House_Glover.PNG"")";"image(""http://awoiaf.westeros.org/images/3/3d/House_Glover.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lord of Deepwood Motte, Robb Stark's scout commander;;
Lord;Wyman;Manderly;"image(""http://awoiaf.westeros.org/images/8/83/House_Manderly.PNG"")";"image(""http://awoiaf.westeros.org/images/8/83/House_Manderly.PNG"")";"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";Lord Lamprey;Lord of White Harbour;;
;022 Tyrion;;;;;;;;
Ser;Jaremy;Rykker;"image(""http://awoiaf.westeros.org/images/f/f5/House_Rykker.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f5/House_Rykker.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;First Ranger (acting), Castle Black ranger;;Killed by a wight (Jafer Flowers) at Castle Black
;Jyck;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Tyrion's guard;;Killed by the mountain clans on the high road
Lady;Maege;Mormont;"image(""http://awoiaf.westeros.org/images/c/c9/House_Mormont.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c9/House_Mormont.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lady of Bear Island;Jeor's Sister;
Lord;Yohn;Royce;"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";Bronze Yohn;Lord of Runestone, Lord Declarant;;
Ser;Denys;Mallister;"image(""http://awoiaf.westeros.org/images/e/e5/House_Mallister.png"")";"image(""http://awoiaf.westeros.org/images/e/e5/House_Mallister.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Shadow Tower commander;;
;023 Arya;;;;;;;;
;Jacks;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Stark guard;;
;Porther;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Stark guard;;Killed by Lannisters at King's Landing
Captain;Tomard;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Fat Tom;Stark captain of the household guard;;Killed by the City Watch at King's Landing
;Syrio;Forel;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;First Sword to the Sealord of Braavos, Dancing master;;Killed by Meryn Trant at King's Landing
;024 Daenerys;;;;;;;;
Ko;Jhogo;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Daenerys' ko;;
;Quaro;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Daenerys' kha;;Killed by Qotho in the Dothraki Sea
King;Aegon III;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Aegon the Dragonbane, Aegon the Younger;"King, ""Blackfyre"" wielder";Daemon's Son;Historical Character
;025 Bran;;;;;;;;
;Brandon;Stark;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;;;;Historical Character
;026 Eddard;;;;;;;;
King;Maekar I;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/thumb/3/35/House_Targaryen_%28Maekar%29.svg/545px-House_Targaryen_%28Maekar%29.svg.png"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;King;Daeron II's Son;Historical Character
Maester;Colemon;;;;"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;The Eyrie maester;;
King;Jaehaerys II;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;King;Aegon V's Son;Historical Character
King;Aegon V;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Aegon the Fortunate, Aegon the Unlikely, Egg;King;Maekar I's Son;Historical Character
Grand Maester;Malleon;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Grand Maester;;Historical Character
Ser;Hugh;;;"image(""http://awoiaf.westeros.org/images/2/23/Hugh_of_the_Vale_CoA.png"")";;Ser Hugh of the Vale;Jon Arryn's squire;;Killed by Gregor Clegane at the Hand's Tournament
;027 Jon;;;;;;;;
;Samwell;Tarly;"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Black Sam, Lady Piggy, Lord of Ham, Sam, Ser Piggy, Slayer;Maester Aemon's steward, Castle Black Steward, Citadel novice;Randyll's Son;
;Rast;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Rat;Castle Black recruit;;Killed by wildlings at Castle Black
;Albett;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Pimple;Castle Black builder;;
Lord;Randyll;Tarly;"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;"Lord of Horn Hill, Tyrell commander, ""Heartsbane"" wielder";;
;Qhorin;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Qhorin Halfhand;Shadow Tower ranger;;Killed by Jon Snow north of the Wall
Lord;Mace;Tyrell;"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Fat Flower, Lord Puff Fish, Rose Lord;Warden of the South, Defender of the Marches, Lord of Highgarden, Master of ships, Storm's End siege commander;Luthor's Son;
Lady;Melessa;Florent;"image(""http://awoiaf.westeros.org/images/c/c1/House_Florent.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lady of Horn Hill;Alester's Daughter;
;Dickon;Tarly;"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";;;;Randyll's Son;
Lord;Mathis;Rowan;"image(""http://awoiaf.westeros.org/images/d/dc/House_Rowan.PNG"")";"image(""http://awoiaf.westeros.org/images/d/dc/House_Rowan.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of Goldengrove, Small Council advisor;;
;028 Eddard;;;;;;;;
;Janos;Slynt;;"image(""http://awoiaf.westeros.org/images/e/ea/House_Slynt.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord of Harrenhal, Lord Commander of the Night's Watch (acting), Lord Commander of the City Watch, Small Council advisor;;
Lord;Lann;Lannister;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Lann the Clever;Lord of Casterly Rock;;Historical Character
Lord;Paxter;Redwyne;"image(""http://awoiaf.westeros.org/images/b/b1/House_Redwyne2.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/House_Redwyne2.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of the Arbor, Small Council advisor, Dragonstone siege commander;;
Queen;Margaery;Tyrell;"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Queen;Mace's Daughter;
;Varly;;;;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Stark guard;;Killed by Janos Slynt at King's Landing
Lord;Beric;Dondarrion;"image(""http://awoiaf.westeros.org/images/1/1d/Dondarrion.png"")";"image(""http://awoiaf.westeros.org/images/1/1d/Dondarrion.png"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";Lightning Lord, Lord of Corpses, Wisp o' the Wood;Lord of Blackhaven, brotherhood without banners leader;;Died at the Red Fork
Master;Tobho;Mott;;;;;King's Landing master armourer;;
;Gendry;Waters;;;;Bull;Brotherhood without banners member, Night's Watch recruit, King's Landing apprentice armourer;Robert's Bastard;
;029 Catelyn;;;;;;;;
;Masha;Heddle;;;;;Lord Harroway's Town innkeep;;Killed by Lannisters at Lord Harroway's Town
Lord;Jason;Mallister;"image(""http://awoiaf.westeros.org/images/e/e5/House_Mallister.png"")";"image(""http://awoiaf.westeros.org/images/e/e5/House_Mallister.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Lord of Seagard;;
;Patrek;Mallister;"image(""http://awoiaf.westeros.org/images/e/e5/House_Mallister.png"")";"image(""http://awoiaf.westeros.org/images/e/e5/House_Mallister.png"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Robb Stark's wedding feast guard, Frey captive;Jason's Son;
Lady;Shella;Whent;"image(""http://awoiaf.westeros.org/images/6/6d/House_Whent.png"")";"image(""http://awoiaf.westeros.org/images/6/6d/House_Whent.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Lady of Harrenhal (disputed);;Died
Lord;Walder;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Late Lord Frey;Lord of the Crossing;;
;Marillion;;;;;;Musician;;Committed suicide at the Eyrie
;Alia;;;;;Alia of Braavos;Musician;;
Lord;Jonos;Bracken;"image(""http://awoiaf.westeros.org/images/5/53/Bracken_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/5/53/Bracken_sigil_coat.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Lord of Stone Henge;;
;030 Sansa;;;;;;;;
Ser;Gregor;Clegane;"image(""http://awoiaf.westeros.org/images/8/83/House_Clegane.png"")";"image(""http://awoiaf.westeros.org/images/8/83/House_Clegane.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Mountain that Rides;;;
;Thoros;;;;;The Ember, Red Wizard, Thoros of Myr;Brotherhood without banners member, red priest;;
Ser;Balon;Swann;"image(""http://awoiaf.westeros.org/images/a/a9/House_Swann.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Kingsguard, Cersei Lannister's emissary to Sunspear;Gulian's Son;
Lord;Bryce;Caron;"image(""http://awoiaf.westeros.org/images/6/64/House_Caron.png"")";"image(""http://awoiaf.westeros.org/images/9/9a/Rainbow_Guard.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";Bryce the Orange;Rainbow Guard, Lord of the Marches;;Killed by Philip Foote at the Battle of the Blackwater
Ser;Andar;Royce;"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;;Yohn's Son;
Ser;Robar;Royce;"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";"image(""http://awoiaf.westeros.org/images/9/9a/Rainbow_Guard.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";Robar the Red;Rainbow Guard;Yohn's Son;Killed by Loras Tyrell at the siege of Storm's End
Ser;Horas;Redwyne;"image(""http://awoiaf.westeros.org/images/b/b1/House_Redwyne2.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/House_Redwyne2.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;Paxter's Son;
Ser;Hobber;Redwyne;"image(""http://awoiaf.westeros.org/images/b/b1/House_Redwyne2.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/House_Redwyne2.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;Paxter's Son;
Ser;Jared;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Son;
Ser;Hosteen;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Frey commander;Walder's Son;
Ser;Danwell;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Son;
Ser;Emmon;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/8/82/MiniCleos.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Emm;Lord of Riverrun, Riverrun siege commander;Walder's Son;
Ser;Theo;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Grandson;
Ser;Perwyn;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Catelyn Stark's escort;Walder's Son;
;Martyn;Rivers;;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Stark outrider commander;Walder's Bastard;
Prince;Jalabhar;Xho;;;;;Prince of the Red Flower Vale (disputed);;
Ser;Lothor;Brune;"image(""http://awoiaf.westeros.org/images/1/1c/House_Brune.PNG"")";"image(""http://awoiaf.westeros.org/images/b/b2/MiniLothorBrune.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";Lothor Apple-Eater;The Eyrie captain of the household guard, freerider;;
;;;;;"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";Moon Boy;King's Landing fool;;
;031 Eddard;;;;;;;;
Lord;Lancel;Lannster;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/4/4f/Blasonlancel.png"")";"image(""http://awoiaf.westeros.org/images/thumb/5/54/Warrior%27s_Sons.svg/545px-Warrior%27s_Sons.svg.png"")";;Lord of Darry, Robert I Baratheon's squire, Warrior's Son;Kevan's Son;
;Dacks;;;;"image(""http://awoiaf.westeros.org/images/e/e0/House_Redfort.png"")";;Horton Redfort's squire;;
Lord;Horton;Redfort;"image(""http://awoiaf.westeros.org/images/e/e0/House_Redfort.png"")";"image(""http://awoiaf.westeros.org/images/e/e0/House_Redfort.png"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;Lord of Redfort, Lord Declarant;;
Prince;Aegon;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Prince;Rhaegar's Son;Killed by Gregor Clegane at King's Landing
